Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
722,Babilit,Dunsfordia,Dunsfordia Territory,Seavedonia,Holy State of Seavedonia,Durinn,Norwickism,715,860.67,722.62,-22.97,1.73,161,95°F,Mecca,,,,,plaza,temple,,{t1:purpure;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:mullet6;t:purpure;p:ABCDEFGHIJKL;size:0.18}];shield:erebor},https://watabou.github.io/city-generator/?name=Babilit&population=715&size=12&seed=8194174370722&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
723,Buzazizala,Monterton,Monterton Parish,Seavedonia,Holy State of Seavedonia,Durinn,Norwickism,715,692.26,752.76,-25.5,-12.36,52,90°F,Mecca,,,,walls,,temple,,{t1:azure;charges:[{charge:escallop;t:argent;p:abc;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Buzazizala&population=715&size=12&seed=8194174370723&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
724,Nakib,Zirukthar,Zirukthar Territory,Seavedonia,Holy State of Seavedonia,Durinn,Durinn Pantheon,649,1183.31,783.67,-28.08,28.73,2953,77°F,Miami,,,,,,temple,,{t1:argent;ordinaries:[{ordinary:bend;t:azure;line:straight}];charges:[{charge:triangle;t:vert;p:cg;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Nakib&population=649&size=11&seed=8194174370724&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
725,Adzir,Gibuled,Gibuled Earldom,Comburghia,Kingdom of Comburghia,Durinn,Norwickism,6973,262.37,791.07,-28.7,-48.34,161,84°F,Aden,,,citadel,,plaza,,,{t1:argent;charges:[{charge:lute;t:vert;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Adzir&population=6973&size=27&seed=8194174370725&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
726,Ulgathizdus,Barakinb,Barakinb Land,Ardg,Ardg Empire,Durinn,Durinn Pantheon,2087,1650.21,866.96,-35.05,67.81,1588,72°F,Guangzhou,,,citadel,,,,,{t1:azure;charges:[{charge:crossTau;t:or;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Ulgathizdus&population=2087&size=17&seed=8194174370726&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
727,Kudgron,Qigk,Qigk County,Arania,Principality of Arania,Uruk,Uruk Deities,4994,315.3,33.5,34.7,-43.91,13,72°F,Guangzhou,,,,,,,,{t1:vert;charges:[{charge:falchion;t:argent;p:e;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Kudgron&population=4994&size=24&seed=8194174370727&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
728,Armorddurodu,Aconia,Aconia County,Afespia,Kingdom of Afespia,Keltan,Norwickism,1587,128,43.09,33.89,-59.59,472,72°F,Guangzhou,,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:mount;t:argent}];charges:[{charge:eagle;t:or;p:bdf;size:0.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Armorddurodu&population=1587&size=15&seed=8194174370728&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
729,Gocceg,Qigk,Qigk County,Arania,Principality of Arania,Uruk,Uruk Deities,2789,337.31,42.04,33.98,-42.07,52,73°F,Rio de Janeiro,,,citadel,,,,,{t1:purpure;charges:[{charge:bucket;t:or;p:abc;size:0.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Gocceg&population=2789&size=19&seed=8194174370729&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
730,Pheofrwd,Ingellebodu,Ingellebodu County,Afespia,Kingdom of Afespia,Keltan,Norwickism,7667,204.48,54.5,32.94,-53.19,82,75°F,Dakar,,,,,,,,{t1:sable;ordinaries:[{ordinary:bendSinister;t:argent;line:straight}];charges:[{charge:eagle;t:sable;p:lm;size:0.7}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Pheofrwd&population=7667&size=28&seed=8194174370730&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
731,Abertridwr,Inarnes,Inarnes County,Arania,Principality of Arania,Keltan,Norwickism,800,243.7,73,31.39,-49.9,13,75°F,Dakar,,,,,,,,{t1:or;charges:[{charge:eagle;t:azure;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/village-generator/?pop=800&name=&seed=8194174370731&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
732,Aberhond,Invercastia,Invercastia Margrave,Afespia,Kingdom of Afespia,Keltan,Norwickism,1015,213.29,90.42,29.93,-52.45,82,79°F,Jakarta,,,,,,,,{t1:argent;division:{division:perFess;t:azure;line:invecked};charges:[{charge:bell;t:gules;p:kn;divided:counter;size:0.7}];shield:vesicaPiscis},https://watabou.github.io/village-generator/?pop=1015&name=&seed=8194174370732&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+square%2Cdense
733,Hosaxhirel,Erkoz,Erkoz Colony,Waria,Warian Empire,Rakhnid,Rakhnid Beliefs,2520,778.7,108.48,28.42,-5.13,1890,73°F,Rio de Janeiro,,,,walls,,,,{t1:argent;charges:[{charge:helmet;t:sable;p:e;size:1.5}];shield:horsehead2},https://watabou.github.io/city-generator/?name=Hosaxhirel&population=2520&size=18&seed=8194174370733&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
734,Monvercrafha,Arbegria,Arbegria Deanery,Towcesland,Brotherhood of Towcesland,Keltan,Thetford Cult,1014,419.88,164.43,23.74,-35.16,82,88°F,Mecca,,,,,plaza,temple,,{t1:argent;ordinaries:[{ordinary:orle;t:sable}];charges:[{charge:wyvern;t:sable;p:e;size:1.1}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Monvercrafha&population=1014&size=13&seed=8194174370734&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
735,Indo,Ceven,Ceven Margrave,Afespia,Kingdom of Afespia,Keltan,Norwickism,10569,34.45,204.53,20.38,-67.42,2218,86°F,Khartoum,,,,,,,,{t1:purpure;charges:[{charge:inescutcheon;t:or;p:e;size:1.5};{charge:crossLatin;t:azure;p:e;size:0.75}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Indo&population=10569&size=32&seed=8194174370735&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
736,Clitham,Birneringia,Birneringia County,Waria,Warian Empire,Westen,Norwickism,866,509.6,256.1,16.07,-27.65,30,99°F,Mecca,,,citadel,walls,,,,{t1:purpure;charges:[{charge:boat;t:argent;p:abc;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Clitham&population=866&size=12&seed=8194174370736&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
737,Broghekh,Broghekh,Broghekh Parish,Seavedonia,Holy State of Seavedonia,Uruk,Norwickism,9974,680.48,295.97,12.73,-13.35,738,99°F,Mecca,,,,,,temple,,{t1:vair-gules-or;ordinaries:[{ordinary:chevron;t:argent}];shield:urukHai},https://watabou.github.io/city-generator/?name=Broghekh&population=9974&size=31&seed=8194174370737&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
738,Dudid,Samshing,Samshing Parish,Seavedonia,Holy State of Seavedonia,Uruk,Uruk Deities,1977,1120.53,296.32,12.7,23.48,1447,95°F,Mecca,,,citadel,,,temple,,{t1:or;charges:[{charge:heart;t:azure;p:abcpqh;size:0.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Dudid&population=1977&size=17&seed=8194174370738&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
739,Aberdaug,Abergarac,Abergarac Earldom,Sor'thaz,Kingdom of Sor'thaz,Keltan,Norwickism,1419,104.97,314.56,11.18,-61.52,738,99°F,Mecca,,,,,,,,{t1:argent;charges:[{charge:key;t:gules;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/village-generator/?pop=1419&name=&seed=8194174370739&width=1400&height=636&tags=dead+end%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
740,Goccore,Goccore,Goccore Earldom,Ardg,Ardg Empire,Uruk,Uruk Deities,6783,1196.65,312.78,11.32,29.85,1312,95°F,Mecca,,,,,,,,{t1:lozengy-argent-sable;division:{division:chevronny;t:azure};ordinaries:[{ordinary:pilesInPoint;t:purpure}];shield:urukHai},https://watabou.github.io/city-generator/?name=Goccore&population=6783&size=27&seed=8194174370740&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
741,Chazg,Goccore,Goccore Earldom,Ardg,Ardg Empire,Uruk,Uruk Deities,2494,1270.84,309.3,11.62,36.06,1063,97°F,Mecca,,,,walls,,,,{t1:or;ordinaries:[{ordinary:pall;t:purpure}];shield:urukHai},https://watabou.github.io/city-generator/?name=Chazg&population=2494&size=18&seed=8194174370741&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
742,Ulkod,Zorradh,Zorradh Land,Ardg,Ardg Empire,Uruk,Uruk Deities,646,1326.14,335.77,9.4,40.69,1184,97°F,Mecca,,,citadel,,,,,{t1:gules;charges:[{charge:ramsHorn;t:argent;p:e;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Ulkod&population=646&size=11&seed=8194174370742&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
743,Abersawe,Inhafraw,Inhafraw Earldom,Sor'thaz,Kingdom of Sor'thaz,Keltan,Norwickism,7676,63.14,401.23,3.92,-65.02,52,102°F,Mecca,,,citadel,walls,,,,{t1:gules;division:{division:gyronny;t:argent};charges:[{charge:mullet;t:or;p:e;divided:counter;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Abersawe&population=7676&size=28&seed=8194174370743&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
744,Drizded,Zorradh,Zorradh Land,Ardg,Ardg Empire,Uruk,Uruk Deities,1135,1546.22,439.13,0.75,59.1,8872,70°F,Tegucigalpa,,,,walls,plaza,,,{t1:vairInPale-argent-gules;division:{division:gyronny;t:vert};charges:[{charge:goat;t:azure;p:e;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Drizded&population=1135&size=14&seed=8194174370744&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
745,Clithe,Tetlia,Tetlia County,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,10167,1444.53,451.55,-0.29,50.59,2218,95°F,Mecca,,,citadel,walls,,,,{t1:azure;ordinaries:[{ordinary:bar;t:argent;line:archedReversed}];charges:[{charge:trefle;t:azure;p:def;size:0.3}];shield:heater},https://watabou.github.io/city-generator/?name=Clithe&population=10167&size=31&seed=8194174370745&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
746,Yuktong,Leifoding,Leifoding Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,1346,1172.5,482,-2.84,27.83,82,102°F,Mecca,,port,citadel,,plaza,temple,,{t1:bendySinister-sable-argent;division:{division:perFess;t:or;line:straight};charges:[{charge:crossFormee;t:azure;p:giz;size:0.4}];shield:banner},https://watabou.github.io/city-generator/?name=Yuktong&population=1346&size=15&seed=8194174370746&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=0.1
747,Muichuen,Muichuen,Muichuen Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,13819,1137.89,495.69,-3.98,24.93,52,102°F,Mecca,,,,walls,,temple,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:fusil;t:gules;p:ABCDEFGHIJKL;size:0.18}];shield:banner},https://watabou.github.io/city-generator/?name=Muichuen&population=13819&size=35&seed=8194174370747&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
748,Mojeshruz,Sez'jash,Sez'jash Captaincy,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,4256,3.66,511.4,-5.3,-69.99,266,100°F,Mecca,,,citadel,walls,,,,{t1:vert;charges:[{charge:mascle;t:argent;p:e;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Mojeshruz&population=4256&size=22&seed=8194174370748&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
749,Zindiraram,Garakzinb,Garakzinb Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,3117,1436.8,524.87,-6.42,49.95,2218,95°F,Mecca,,,citadel,,,,,{t1:sable;division:{division:perChevronReversed;t:argent;line:straight};charges:[{charge:crossHummetty;t:or;p:dfbh;divided:counter;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Zindiraram&population=3117&size=20&seed=8194174370749&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
750,Knadington,Wargton,Wargton Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,1512,1190,551.5,-8.65,29.29,13,100°F,Mecca,,port,citadel,walls,,temple,,{t1:or;ordinaries:[{ordinary:chief;t:gules;line:embattled}];charges:[{charge:bell;t:sable;p:ez;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Knadington&population=1512&size=15&seed=8194174370750&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=0.8
751,Srapjergek,Srapjergek,Srapjergek Margrave,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,14827,87.51,563.11,-9.63,-62.98,948,97°F,Mecca,,,citadel,walls,,,,{t1:bendySinister-argent-azure;charges:[{charge:castle;t:sable;p:e;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Srapjergek&population=14827&size=36&seed=8194174370751&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
752,Milton,Sealis,Sealis Shire,Comburghia,Kingdom of Comburghia,Westen,Norwickism,3509,274,570,-10.2,-47.37,52,100°F,Mecca,,port,,walls,,,,{t1:sable;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:fess;t:argent;line:straight}];shield:heater},https://watabou.github.io/city-generator/?name=Milton&population=3509&size=21&seed=8194174370752&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.51
753,Moncesmouth,Showey,Showey Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,5618,1270.52,579.61,-11.01,36.03,948,97°F,Mecca,,,citadel,,,temple,,{t1:azure;ordinaries:[{ordinary:cross;t:argent;line:straight}];charges:[{charge:bow;t:azure;p:e;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Moncesmouth&population=5618&size=25&seed=8194174370753&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
754,Gundila,Garakzinb,Garakzinb Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,860,1423.67,597.04,-12.46,48.85,840,97°F,Mecca,,,citadel,,,,,{t1:sable;division:{division:perPale;t:argent;line:wavy};charges:[{charge:inescutcheon;t:or;p:e;size:1.5};{charge:roundel2;t:gules;p:e;size:0.75}];shield:erebor},https://watabou.github.io/city-generator/?name=Gundila&population=860&size=12&seed=8194174370754&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
755,Gararag,Umunduzun,Umunduzun County,Ardg,Ardg Empire,Durinn,Durinn Pantheon,2183,1675.64,604.16,-13.06,69.94,3573,88°F,Mecca,,,,,,,,{t1:argent;charges:[{charge:cancer;t:gules;p:abcpqh;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Gararag&population=2183&size=17&seed=8194174370755&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
756,Godmouthes,Bretfordia,Bretfordia Margrave,Swasings,Principality of Swasings,Westen,Norwickism,8863,956.95,614.81,-13.95,9.79,30,99°F,Mecca,,,,,,,,{t1:gules;ordinaries:[{ordinary:bar;t:argent;line:straight}];charges:[{charge:dragonRampant;t:gules;p:def;size:0.3}];shield:heater},https://watabou.github.io/city-generator/?name=Godmouthes&population=8863&size=30&seed=8194174370756&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
757,Redclifnal,Roclifia,Roclifia Territory,Seavedonia,Holy State of Seavedonia,Westen,Norwickism,1480,643.6,673.6,-18.87,-16.44,52,99°F,Mecca,,,citadel,,,temple,,{t1:gules;charges:[{charge:horseshoe;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Redclifnal&population=1480&size=15&seed=8194174370757&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
758,Sherscom,Brasham,Brasham County,Swasings,Principality of Swasings,Westen,Norwickism,979,944.69,665.94,-18.23,8.76,210,99°F,Mecca,,,,,,,,{t1:vert;charges:[{charge:serpent;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=979&name=&seed=8194174370758&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
759,Halton,Car'ji,Car'ji Territory,Comburghia,Kingdom of Comburghia,Westen,Norwickism,4198,141.83,695.03,-20.67,-58.43,2759,88°F,Mecca,,,,walls,,,,{t1:vert;charges:[{charge:cannon;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Halton&population=4198&size=22&seed=8194174370759&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
760,Watchinton,Monterton,Monterton Parish,Seavedonia,Holy State of Seavedonia,Westen,Norwickism,3890,557.02,695.66,-20.72,-23.68,118,97°F,Mecca,,,,walls,,temple,,{t1:argent;division:{division:perPile;t:sable;line:nowyReversed};charges:[{charge:fleurDeLis;t:azure;p:be;divided:counter;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Watchinton&population=3890&size=22&seed=8194174370760&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
761,Bramptonce,Barester,Barester County,Blecland,Duchy of Blecland,Westen,Norwickism,1919,798.39,705.42,-21.53,-3.48,397,93°F,Mecca,,,citadel,,,,,{t1:or;charges:[{charge:sword;t:purpure;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Bramptonce&population=1919&size=17&seed=8194174370761&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
762,Addum,Addum,Addum Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,7875,1439.62,713.3,-22.19,50.18,2759,86°F,Khartoum,,,,,plaza,,,{t1:potent-or-purpure-smaller;division:{division:perFess;t:gules;line:straight};ordinaries:[{ordinary:bar;t:vert;line:straight}];shield:erebor},https://watabou.github.io/city-generator/?name=Addum&population=7875&size=28&seed=8194174370762&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
763,Kizad,Nabadun,Nabadun Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,9347,1424.99,745.27,-24.87,48.96,2759,82°F,Bangkok,,,,,,,,{t1:argent;division:{division:perFess;t:purpure;line:arched};charges:[{charge:mullet6Pierced;t:gules;p:e;divided:counter;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Kizad&population=9347&size=30&seed=8194174370763&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
764,Barakinb,Barakinb,Barakinb Land,Ardg,Ardg Empire,Durinn,Durinn Pantheon,4534,1541.88,737.21,-24.2,58.74,3360,79°F,Jakarta,,,citadel,walls,plaza,,,{t1:purpure;charges:[{charge:bell;t:argent;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Barakinb&population=4534&size=23&seed=8194174370764&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
765,Khararagz,Dunsfordia,Dunsfordia Territory,Seavedonia,Holy State of Seavedonia,Durinn,Durinn Pantheon,677,1135.82,815.89,-30.78,24.76,3360,70°F,Tegucigalpa,,,citadel,,,temple,,{t1:azure;charges:[{charge:horseRampant;t:argent;p:jlh;size:0.7;sinister:1}];shield:erebor},https://watabou.github.io/city-generator/?name=Khararagz&population=677&size=11&seed=8194174370765&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
766,Tuna,Shiz,Shiz Earldom,Comburghia,Kingdom of Comburghia,Durinn,Norwickism,820,37.45,834.89,-32.37,-67.17,52,79°F,Jakarta,,,citadel,,,,,{t1:vert;ordinaries:[{ordinary:saltire;t:argent;line:flechy}];charges:[{charge:mullet8;t:vert;p:e;size:0.7}];shield:erebor},https://watabou.github.io/city-generator/?name=Tuna&population=820&size=12&seed=8194174370766&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
